 * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [03/Mar/2021 14:52:04] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:52:04] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:52:04] "GET /users/foto/obelo?seed=1614783124440 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:52:05] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:52:05] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:56:22] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:56:22] "GET /users/foto/obelo?seed=1614783381859 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:59:02] "GET /folios/compFolios/pesquisas?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:59:02] "GET /users/foto/obelo?seed=1614783541972 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:59:02] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:59:11] "POST /folios/compFolios/post?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:59:33] "GET /users/foto/obelo?seed=1614783572881 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:59:48] "GET /users/foto/obelo?seed=1614783588408 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:59:48] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:00:47] "GET /users/foto/obelo?seed=1614783647217 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:00:47] "GET /users/foto/obelo?seed=1614783647215 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:01:13] "GET /users/users?nome=admin HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:01:13] "GET /users/foto/obelo?seed=1614783672986 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:02:39] "GET /settings/ver?nome=admin HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:02:39] "GET /users/foto/obelo?seed=1614783759429 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:02:55] "GET /documentacao/docs?nome=admin HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:02:55] "GET /users/foto/obelo?seed=1614783775450 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:03:16] "GET /documentacao/ficheiro/Sistema%20de%20Análise%20do%20Livro%20das%20Propriedades%20ou%20Tombo%20da%20Mitra%20Arquiepiscopal%20de%20Braga%20–%20Sistema%20de%20Administração?seed=1614783795848 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:03:55] "GET /folios/folios?nome=admin HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:03:55] "GET /users/foto/obelo?seed=1614783834844 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:03:55] "GET /getPlaces HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:04:05] "GET /users/foto/obelo?seed=1614783844691 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:04:05] "GET /getPlaces HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:04:44] "GET /tagging/tagsAtivas HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:04:44] "GET /users/foto/obelo?seed=1614783884292 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:04:45] "GET /tagging/tagsAtivas HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:06:58] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:06:58] "GET /users/foto/obelo?seed=1614784018245 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:06:59] "GET /tagging/folio/foliosAnotados HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:06:59] "GET /tagging/folio/foliosAtualizados HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:08:04] "GET /analise/foliosnames HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:08:04] "GET /users/foto/obelo?seed=1614784084520 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:08:14] "GET /analise/pesquisa?pesquisa=braga&selectedFolio=Todos&tipo=texto&versao=todas&resultado=periodo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:08:14] "GET /users/foto/obelo?seed=1614784094142 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:08:17] "GET /analise/foliosnames HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:08:17] "GET /users/foto/obelo?seed=1614784096998 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:08:21] "GET /analise/pesquisa?pesquisa=a&selectedFolio=Todos&tipo=texto&versao=todas&resultado=periodo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:08:21] "GET /users/foto/obelo?seed=1614784101610 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:08:44] "GET /analise/folio/TM-F0002 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:08:58] "GET /analise/foliosnames HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:08:58] "GET /users/foto/obelo?seed=1614784138454 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:09:03] "GET /analise/pesquisa?pesquisa=braga&selectedFolio=Todos&tipo=texto&versao=todas&resultado=periodo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:09:03] "GET /users/foto/obelo?seed=1614784143532 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:09:06] "GET /analise/foliosnames HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:09:06] "GET /users/foto/obelo?seed=1614784146465 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:09:13] "GET /users/foto/obelo?seed=1614784152672 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:09:13] "GET /analise/pesquisa?pesquisa=Braga&selectedFolio=Todos&tipo=texto&versao=todas&resultado=periodo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:09:20] "GET /analise/foliosnames HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 15:09:20] "GET /users/foto/obelo?seed=1614784160059 HTTP/1.1" 200 -
